"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","rt","stimulus","key_press","success","response","participant_response","agent_decision_1","agent_decision_2","beads_shown","button_pressed","Color"
"html-keyboard-response","963","26259","0.0-963.0","","null","
                
                <img src=""img/hand_fist_edited.png""
                 style=""position:absolute;
                 top:-20%;
                 left:36%;
                 transform: translate(-50%, -50%) rotate(180deg);
                 height:200px;
                 width:auto;
                 ""/>
                 <img src=""img/fist_flipped.png""
                 style=""position:absolute;
                 top:-20%;
                 left:44%;
                 transform: translate(-50%, -50%) rotate(180deg);
                 height:200px;
                 width:auto;
                 ""/>

                <img src='img/jar_covered_opened.png'
                style=""position:absolute;
                top:50%;
                left:45%;
                height: 500px;
                margin-top:-430px;
                margin-left:-290px;""/>

                <img src='img/jar_covered.png'
                style=""position:absolute;
                top:50%;
                left:65%;
                height: 300px;
                margin-top:-233px;
                margin-left:-233px;""/>

                <p style=""position:absolute;
                top:90%;
                left:50%;
                transform: translate(-50%, -50%);"">Players picking beads</p>

                ","null","","","","","","","",""
"html-keyboard-response","964","26273","0.0-964.0","","null","
                
                <img src=""img/hand_fist_edited.png""
                 style=""position:absolute;
                 top:-21%;
                 left:36%;
                 transform: translate(-50%, -50%) rotate(180deg);
                 height:200px;
                 width:auto;
                 ""/>
                 <img src=""img/fist_flipped.png""
                 style=""position:absolute;
                 top:-21%;
                 left:44%;
                 transform: translate(-50%, -50%) rotate(180deg);
                 height:200px;
                 width:auto;
                 ""/>

                <img src='img/jar_covered_opened.png'
                style=""position:absolute;
                top:50%;
                left:45%;
                height: 500px;
                margin-top:-430px;
                margin-left:-290px;""/>

                <img src='img/jar_covered.png'
                style=""position:absolute;
                top:50%;
                left:65%;
                height: 300px;
                margin-top:-233px;
                margin-left:-233px;""/>

                <p style=""position:absolute;
                top:90%;
                left:50%;
                transform: translate(-50%, -50%);"">Players picking beads</p>

                ","null","","","","","","","",""
"html-keyboard-response","965","26282","0.0-965.0","","null","
                
                <img src=""img/hand_fist_edited.png""
                 style=""position:absolute;
                 top:-22%;
                 left:36%;
                 transform: translate(-50%, -50%) rotate(180deg);
                 height:200px;
                 width:auto;
                 ""/>
                 <img src=""img/fist_flipped.png""
                 style=""position:absolute;
                 top:-22%;
                 left:44%;
                 transform: translate(-50%, -50%) rotate(180deg);
                 height:200px;
                 width:auto;
                 ""/>

                <img src='img/jar_covered_opened.png'
                style=""position:absolute;
                top:50%;
                left:45%;
                height: 500px;
                margin-top:-430px;
                margin-left:-290px;""/>

                <img src='img/jar_covered.png'
                style=""position:absolute;
                top:50%;
                left:65%;
                height: 300px;
                margin-top:-233px;
                margin-left:-233px;""/>

                <p style=""position:absolute;
                top:90%;
                left:50%;
                transform: translate(-50%, -50%);"">Players picking beads</p>

                ","null","","","","","","","",""
"html-keyboard-response","966","26291","0.0-966.0","","null","
                
                <img src=""img/hand_fist_edited.png""
                 style=""position:absolute;
                 top:-23%;
                 left:36%;
                 transform: translate(-50%, -50%) rotate(180deg);
                 height:200px;
                 width:auto;
                 ""/>
                 <img src=""img/fist_flipped.png""
                 style=""position:absolute;
                 top:-23%;
                 left:44%;
                 transform: translate(-50%, -50%) rotate(180deg);
                 height:200px;
                 width:auto;
                 ""/>

                <img src='img/jar_covered_opened.png'
                style=""position:absolute;
                top:50%;
                left:45%;
                height: 500px;
                margin-top:-430px;
                margin-left:-290px;""/>

                <img src='img/jar_covered.png'
                style=""position:absolute;
                top:50%;
                left:65%;
                height: 300px;
                margin-top:-233px;
                margin-left:-233px;""/>

                <p style=""position:absolute;
                top:90%;
                left:50%;
                transform: translate(-50%, -50%);"">Players picking beads</p>

                ","null","","","","","","","",""
"html-keyboard-response","967","26305","0.0-967.0","","null","
                
                <img src=""img/hand_fist_edited.png""
                 style=""position:absolute;
                 top:-24%;
                 left:36%;
                 transform: translate(-50%, -50%) rotate(180deg);
                 height:200px;
                 width:auto;
                 ""/>
                 <img src=""img/fist_flipped.png""
                 style=""position:absolute;
                 top:-24%;
                 left:44%;
                 transform: translate(-50%, -50%) rotate(180deg);
                 height:200px;
                 width:auto;
                 ""/>

                <img src='img/jar_covered_opened.png'
                style=""position:absolute;
                top:50%;
                left:45%;
                height: 500px;
                margin-top:-430px;
                margin-left:-290px;""/>

                <img src='img/jar_covered.png'
                style=""position:absolute;
                top:50%;
                left:65%;
                height: 300px;
                margin-top:-233px;
                margin-left:-233px;""/>

                <p style=""position:absolute;
                top:90%;
                left:50%;
                transform: translate(-50%, -50%);"">Players picking beads</p>

                ","null","","","","","","","",""
"html-keyboard-response","968","26321","0.0-968.0","","null","
                
                <img src=""img/hand_fist_edited.png""
                 style=""position:absolute;
                 top:-25%;
                 left:36%;
                 transform: translate(-50%, -50%) rotate(180deg);
                 height:200px;
                 width:auto;
                 ""/>
                 <img src=""img/fist_flipped.png""
                 style=""position:absolute;
                 top:-25%;
                 left:44%;
                 transform: translate(-50%, -50%) rotate(180deg);
                 height:200px;
                 width:auto;
                 ""/>

                <img src='img/jar_covered_opened.png'
                style=""position:absolute;
                top:50%;
                left:45%;
                height: 500px;
                margin-top:-430px;
                margin-left:-290px;""/>

                <img src='img/jar_covered.png'
                style=""position:absolute;
                top:50%;
                left:65%;
                height: 300px;
                margin-top:-233px;
                margin-left:-233px;""/>

                <p style=""position:absolute;
                top:90%;
                left:50%;
                transform: translate(-50%, -50%);"">Players picking beads</p>

                ","null","","","","","","","",""
"html-keyboard-response","969","26329","0.0-969.0","","null","
                
                <img src=""img/hand_fist_edited.png""
                 style=""position:absolute;
                 top:-26%;
                 left:36%;
                 transform: translate(-50%, -50%) rotate(180deg);
                 height:200px;
                 width:auto;
                 ""/>
                 <img src=""img/fist_flipped.png""
                 style=""position:absolute;
                 top:-26%;
                 left:44%;
                 transform: translate(-50%, -50%) rotate(180deg);
                 height:200px;
                 width:auto;
                 ""/>

                <img src='img/jar_covered_opened.png'
                style=""position:absolute;
                top:50%;
                left:45%;
                height: 500px;
                margin-top:-430px;
                margin-left:-290px;""/>

                <img src='img/jar_covered.png'
                style=""position:absolute;
                top:50%;
                left:65%;
                height: 300px;
                margin-top:-233px;
                margin-left:-233px;""/>

                <p style=""position:absolute;
                top:90%;
                left:50%;
                transform: translate(-50%, -50%);"">Players picking beads</p>

                ","null","","","","","","","",""
"html-keyboard-response","970","26345","0.0-970.0","","null","
                
                <img src=""img/hand_fist_edited.png""
                 style=""position:absolute;
                 top:-27%;
                 left:36%;
                 transform: translate(-50%, -50%) rotate(180deg);
                 height:200px;
                 width:auto;
                 ""/>
                 <img src=""img/fist_flipped.png""
                 style=""position:absolute;
                 top:-27%;
                 left:44%;
                 transform: translate(-50%, -50%) rotate(180deg);
                 height:200px;
                 width:auto;
                 ""/>

                <img src='img/jar_covered_opened.png'
                style=""position:absolute;
                top:50%;
                left:45%;
                height: 500px;
                margin-top:-430px;
                margin-left:-290px;""/>

                <img src='img/jar_covered.png'
                style=""position:absolute;
                top:50%;
                left:65%;
                height: 300px;
                margin-top:-233px;
                margin-left:-233px;""/>

                <p style=""position:absolute;
                top:90%;
                left:50%;
                transform: translate(-50%, -50%);"">Players picking beads</p>

                ","null","","","","","","","",""
"html-keyboard-response","971","26356","0.0-971.0","","null","
                
                <img src=""img/hand_fist_edited.png""
                 style=""position:absolute;
                 top:-28%;
                 left:36%;
                 transform: translate(-50%, -50%) rotate(180deg);
                 height:200px;
                 width:auto;
                 ""/>
                 <img src=""img/fist_flipped.png""
                 style=""position:absolute;
                 top:-28%;
                 left:44%;
                 transform: translate(-50%, -50%) rotate(180deg);
                 height:200px;
                 width:auto;
                 ""/>

                <img src='img/jar_covered_opened.png'
                style=""position:absolute;
                top:50%;
                left:45%;
                height: 500px;
                margin-top:-430px;
                margin-left:-290px;""/>

                <img src='img/jar_covered.png'
                style=""position:absolute;
                top:50%;
                left:65%;
                height: 300px;
                margin-top:-233px;
                margin-left:-233px;""/>

                <p style=""position:absolute;
                top:90%;
                left:50%;
                transform: translate(-50%, -50%);"">Players picking beads</p>

                ","null","","","","","","","",""
"html-keyboard-response","972","26367","0.0-972.0","","null","
                
                <img src=""img/hand_fist_edited.png""
                 style=""position:absolute;
                 top:-29%;
                 left:36%;
                 transform: translate(-50%, -50%) rotate(180deg);
                 height:200px;
                 width:auto;
                 ""/>
                 <img src=""img/fist_flipped.png""
                 style=""position:absolute;
                 top:-29%;
                 left:44%;
                 transform: translate(-50%, -50%) rotate(180deg);
                 height:200px;
                 width:auto;
                 ""/>

                <img src='img/jar_covered_opened.png'
                style=""position:absolute;
                top:50%;
                left:45%;
                height: 500px;
                margin-top:-430px;
                margin-left:-290px;""/>

                <img src='img/jar_covered.png'
                style=""position:absolute;
                top:50%;
                left:65%;
                height: 300px;
                margin-top:-233px;
                margin-left:-233px;""/>

                <p style=""position:absolute;
                top:90%;
                left:50%;
                transform: translate(-50%, -50%);"">Players picking beads</p>

                ","null","","","","","","","",""
"html-keyboard-response","973","26375","0.0-973.0","","null","
                
                <img src=""img/hand_fist_edited.png""
                 style=""position:absolute;
                 top:-30%;
                 left:36%;
                 transform: translate(-50%, -50%) rotate(180deg);
                 height:200px;
                 width:auto;
                 ""/>
                 <img src=""img/fist_flipped.png""
                 style=""position:absolute;
                 top:-30%;
                 left:44%;
                 transform: translate(-50%, -50%) rotate(180deg);
                 height:200px;
                 width:auto;
                 ""/>

                <img src='img/jar_covered_opened.png'
                style=""position:absolute;
                top:50%;
                left:45%;
                height: 500px;
                margin-top:-430px;
                margin-left:-290px;""/>

                <img src='img/jar_covered.png'
                style=""position:absolute;
                top:50%;
                left:65%;
                height: 300px;
                margin-top:-233px;
                margin-left:-233px;""/>

                <p style=""position:absolute;
                top:90%;
                left:50%;
                transform: translate(-50%, -50%);"">Players picking beads</p>

                ","null","","","","","","","",""
"html-keyboard-response","974","27186","0.0-974.0","","null","

            <img src='img/jar_covered_opened.png'
            style=""position:absolute;
            top:50%;
            left:53%;
            height: 600px;
            margin-top:-430px;
            margin-left:-290px;""/>

            <img src=""img/faces/1.png""
             style=""position:absolute;
             top:10%; 
             left:85%;
             height:200px;
             width:auto""/>

             
            <img src=""img/faces/2.png""
             style=""position:absolute;
             top:50%; 
             left:85%;
             height:200px;
             width:auto""/>

             <img src=""img/hand_back.png""
             style=""position:absolute;
             top:12%;
             left:88%;
             height:120px;
             width:auto;
             ""/>

             <img src=""img/hand_flipped.png""
             style=""position:absolute;
             top:52%;
             left:88%;
             height:120px;
             width:auto;
             ""/>

              
            <p style=""position:absolute;
            top:90%;
            left:50%;
            transform: translate(-50%, -50%);"">Players making a decision</p>

            ","null","","","","","","","",""
"html-keyboard-response","975","28398","0.0-975.0","","null","

            <img src='img/jar_covered_opened.png'
            style=""position:absolute;
            top:50%;
            left:53%;
            height: 600px;
            margin-top:-430px;
            margin-left:-290px;""/>


            <img src=""img/faces/1.png""
            style=""position:absolute;
             top:10%;
             left:85%;
             height:200px;
             width:auto;""/>

            <img src=""img/faces/2.png""
            style=""position:absolute;
             top:50%;
             left:85%;
             height:200px;
             width:auto;""/>

             
            <img src=""img/agent_choices_piechart/15.png""
            style=""position:absolute;
             top:27%;
             left:70%;
             height:30px;
             width:auto;""/>

             <img src=""img/agent_choices_piechart/20.png""
            style=""position:absolute;
             top:67%;
             left:70%;
             height:30px;
             width:auto;""/>


            <p style=""position:absolute;
            top:90%;
            left:50%;
            transform: translate(-50%, -50%);"">Players making a decision</p>

            ","null","","","","","","","",""
"html-keyboard-response","976","28417","0.0-976.0","","null","

                <img src=""img/hand_fist_edited.png""
                 style=""position:absolute;
                 top:-10%;
                 left:46%;
                 transform: translate(-50%, -50%) rotate(180deg);
                 height:200px;
                 width:auto;
                 ""/>

                 <img src=""img/fist_flipped.png""
                 style=""position:absolute;
                 top:-10%;
                 left:54%;
                 transform: translate(-50%, -50%) rotate(180deg);
                 height:200px;
                 width:auto;
                 ""/>

                <img src='img/jar_covered_opened.png'
                style=""position:absolute;
                top:50%;
                left:53%;
                height: 600px;
                margin-top:-430px;
                margin-left:-290px;""/>

                
                <img src=""img/faces/1.png""
                style=""position:absolute;
                top:10%;
                left:85%;
                height:200px;
                width:auto;""/>

                <img src=""img/faces/2.png""
                style=""position:absolute;
                top:50%;
                left:85%;
                height:200px;
                width:auto;""/>


            <img src=""img/agent_choices_piechart/15.png""
            style=""position:absolute;
             top:27%;
             left:70%;
             height:30px;
             width:auto;""/>

             <img src=""img/agent_choices_piechart/20.png""
            style=""position:absolute;
             top:67%;
             left:70%;
             height:30px;
             width:auto;""/>

                <p style=""position:absolute;
                top:90%;
                left:50%;
                transform: translate(-50%, -50%);"">Players replacing beads</p>

                ","null","","","","","","","",""
"html-keyboard-response","977","28432","0.0-977.0","","null","

                <img src=""img/hand_fist_edited.png""
                 style=""position:absolute;
                 top:-9%;
                 left:46%;
                 transform: translate(-50%, -50%) rotate(180deg);
                 height:200px;
                 width:auto;
                 ""/>

                 <img src=""img/fist_flipped.png""
                 style=""position:absolute;
                 top:-9%;
                 left:54%;
                 transform: translate(-50%, -50%) rotate(180deg);
                 height:200px;
                 width:auto;
                 ""/>

                <img src='img/jar_covered_opened.png'
                style=""position:absolute;
                top:50%;
                left:53%;
                height: 600px;
                margin-top:-430px;
                margin-left:-290px;""/>

                
                <img src=""img/faces/1.png""
                style=""position:absolute;
                top:10%;
                left:85%;
                height:200px;
                width:auto;""/>

                <img src=""img/faces/2.png""
                style=""position:absolute;
                top:50%;
                left:85%;
                height:200px;
                width:auto;""/>


            <img src=""img/agent_choices_piechart/15.png""
            style=""position:absolute;
             top:27%;
             left:70%;
             height:30px;
             width:auto;""/>

             <img src=""img/agent_choices_piechart/20.png""
            style=""position:absolute;
             top:67%;
             left:70%;
             height:30px;
             width:auto;""/>

                <p style=""position:absolute;
                top:90%;
                left:50%;
                transform: translate(-50%, -50%);"">Players replacing beads</p>

                ","null","","","","","","","",""
"html-keyboard-response","978","28447","0.0-978.0","","null","

                <img src=""img/hand_fist_edited.png""
                 style=""position:absolute;
                 top:-8%;
                 left:46%;
                 transform: translate(-50%, -50%) rotate(180deg);
                 height:200px;
                 width:auto;
                 ""/>

                 <img src=""img/fist_flipped.png""
                 style=""position:absolute;
                 top:-8%;
                 left:54%;
                 transform: translate(-50%, -50%) rotate(180deg);
                 height:200px;
                 width:auto;
                 ""/>

                <img src='img/jar_covered_opened.png'
                style=""position:absolute;
                top:50%;
                left:53%;
                height: 600px;
                margin-top:-430px;
                margin-left:-290px;""/>

                
                <img src=""img/faces/1.png""
                style=""position:absolute;
                top:10%;
                left:85%;
                height:200px;
                width:auto;""/>

                <img src=""img/faces/2.png""
                style=""position:absolute;
                top:50%;
                left:85%;
                height:200px;
                width:auto;""/>


            <img src=""img/agent_choices_piechart/15.png""
            style=""position:absolute;
             top:27%;
             left:70%;
             height:30px;
             width:auto;""/>

             <img src=""img/agent_choices_piechart/20.png""
            style=""position:absolute;
             top:67%;
             left:70%;
             height:30px;
             width:auto;""/>

                <p style=""position:absolute;
                top:90%;
                left:50%;
                transform: translate(-50%, -50%);"">Players replacing beads</p>

                ","null","","","","","","","",""
"html-keyboard-response","979","28459","0.0-979.0","","null","

                <img src=""img/hand_fist_edited.png""
                 style=""position:absolute;
                 top:-7%;
                 left:46%;
                 transform: translate(-50%, -50%) rotate(180deg);
                 height:200px;
                 width:auto;
                 ""/>

                 <img src=""img/fist_flipped.png""
                 style=""position:absolute;
                 top:-7%;
                 left:54%;
                 transform: translate(-50%, -50%) rotate(180deg);
                 height:200px;
                 width:auto;
                 ""/>

                <img src='img/jar_covered_opened.png'
                style=""position:absolute;
                top:50%;
                left:53%;
                height: 600px;
                margin-top:-430px;
                margin-left:-290px;""/>

                
                <img src=""img/faces/1.png""
                style=""position:absolute;
                top:10%;
                left:85%;
                height:200px;
                width:auto;""/>

                <img src=""img/faces/2.png""
                style=""position:absolute;
                top:50%;
                left:85%;
                height:200px;
                width:auto;""/>


            <img src=""img/agent_choices_piechart/15.png""
            style=""position:absolute;
             top:27%;
             left:70%;
             height:30px;
             width:auto;""/>

             <img src=""img/agent_choices_piechart/20.png""
            style=""position:absolute;
             top:67%;
             left:70%;
             height:30px;
             width:auto;""/>

                <p style=""position:absolute;
                top:90%;
                left:50%;
                transform: translate(-50%, -50%);"">Players replacing beads</p>

                ","null","","","","","","","",""
"html-keyboard-response","980","28472","0.0-980.0","","null","

                <img src=""img/hand_fist_edited.png""
                 style=""position:absolute;
                 top:-6%;
                 left:46%;
                 transform: translate(-50%, -50%) rotate(180deg);
                 height:200px;
                 width:auto;
                 ""/>

                 <img src=""img/fist_flipped.png""
                 style=""position:absolute;
                 top:-6%;
                 left:54%;
                 transform: translate(-50%, -50%) rotate(180deg);
                 height:200px;
                 width:auto;
                 ""/>

                <img src='img/jar_covered_opened.png'
                style=""position:absolute;
                top:50%;
                left:53%;
                height: 600px;
                margin-top:-430px;
                margin-left:-290px;""/>

                
                <img src=""img/faces/1.png""
                style=""position:absolute;
                top:10%;
                left:85%;
                height:200px;
                width:auto;""/>

                <img src=""img/faces/2.png""
                style=""position:absolute;
                top:50%;
                left:85%;
                height:200px;
                width:auto;""/>


            <img src=""img/agent_choices_piechart/15.png""
            style=""position:absolute;
             top:27%;
             left:70%;
             height:30px;
             width:auto;""/>

             <img src=""img/agent_choices_piechart/20.png""
            style=""position:absolute;
             top:67%;
             left:70%;
             height:30px;
             width:auto;""/>

                <p style=""position:absolute;
                top:90%;
                left:50%;
                transform: translate(-50%, -50%);"">Players replacing beads</p>

                ","null","","","","","","","",""
"html-keyboard-response","981","28487","0.0-981.0","","null","

                <img src=""img/hand_fist_edited.png""
                 style=""position:absolute;
                 top:-5%;
                 left:46%;
                 transform: translate(-50%, -50%) rotate(180deg);
                 height:200px;
                 width:auto;
                 ""/>

                 <img src=""img/fist_flipped.png""
                 style=""position:absolute;
                 top:-5%;
                 left:54%;
                 transform: translate(-50%, -50%) rotate(180deg);
                 height:200px;
                 width:auto;
                 ""/>

                <img src='img/jar_covered_opened.png'
                style=""position:absolute;
                top:50%;
                left:53%;
                height: 600px;
                margin-top:-430px;
                margin-left:-290px;""/>

                
                <img src=""img/faces/1.png""
                style=""position:absolute;
                top:10%;
                left:85%;
                height:200px;
                width:auto;""/>

                <img src=""img/faces/2.png""
                style=""position:absolute;
                top:50%;
                left:85%;
                height:200px;
                width:auto;""/>


            <img src=""img/agent_choices_piechart/15.png""
            style=""position:absolute;
             top:27%;
             left:70%;
             height:30px;
             width:auto;""/>

             <img src=""img/agent_choices_piechart/20.png""
            style=""position:absolute;
             top:67%;
             left:70%;
             height:30px;
             width:auto;""/>

                <p style=""position:absolute;
                top:90%;
                left:50%;
                transform: translate(-50%, -50%);"">Players replacing beads</p>

                ","null","","","","","","","",""
"html-keyboard-response","982","28506","0.0-982.0","","null","

                <img src=""img/hand_fist_edited.png""
                 style=""position:absolute;
                 top:-4%;
                 left:46%;
                 transform: translate(-50%, -50%) rotate(180deg);
                 height:200px;
                 width:auto;
                 ""/>

                 <img src=""img/fist_flipped.png""
                 style=""position:absolute;
                 top:-4%;
                 left:54%;
                 transform: translate(-50%, -50%) rotate(180deg);
                 height:200px;
                 width:auto;
                 ""/>

                <img src='img/jar_covered_opened.png'
                style=""position:absolute;
                top:50%;
                left:53%;
                height: 600px;
                margin-top:-430px;
                margin-left:-290px;""/>

                
                <img src=""img/faces/1.png""
                style=""position:absolute;
                top:10%;
                left:85%;
                height:200px;
                width:auto;""/>

                <img src=""img/faces/2.png""
                style=""position:absolute;
                top:50%;
                left:85%;
                height:200px;
                width:auto;""/>


            <img src=""img/agent_choices_piechart/15.png""
            style=""position:absolute;
             top:27%;
             left:70%;
             height:30px;
             width:auto;""/>

             <img src=""img/agent_choices_piechart/20.png""
            style=""position:absolute;
             top:67%;
             left:70%;
             height:30px;
             width:auto;""/>

                <p style=""position:absolute;
                top:90%;
                left:50%;
                transform: translate(-50%, -50%);"">Players replacing beads</p>

                ","null","","","","","","","",""
"html-keyboard-response","983","28526","0.0-983.0","","null","

                <img src=""img/hand_fist_edited.png""
                 style=""position:absolute;
                 top:-3%;
                 left:46%;
                 transform: translate(-50%, -50%) rotate(180deg);
                 height:200px;
                 width:auto;
                 ""/>

                 <img src=""img/fist_flipped.png""
                 style=""position:absolute;
                 top:-3%;
                 left:54%;
                 transform: translate(-50%, -50%) rotate(180deg);
                 height:200px;
                 width:auto;
                 ""/>

                <img src='img/jar_covered_opened.png'
                style=""position:absolute;
                top:50%;
                left:53%;
                height: 600px;
                margin-top:-430px;
                margin-left:-290px;""/>

                
                <img src=""img/faces/1.png""
                style=""position:absolute;
                top:10%;
                left:85%;
                height:200px;
                width:auto;""/>

                <img src=""img/faces/2.png""
                style=""position:absolute;
                top:50%;
                left:85%;
                height:200px;
                width:auto;""/>


            <img src=""img/agent_choices_piechart/15.png""
            style=""position:absolute;
             top:27%;
             left:70%;
             height:30px;
             width:auto;""/>

             <img src=""img/agent_choices_piechart/20.png""
            style=""position:absolute;
             top:67%;
             left:70%;
             height:30px;
             width:auto;""/>

                <p style=""position:absolute;
                top:90%;
                left:50%;
                transform: translate(-50%, -50%);"">Players replacing beads</p>

                ","null","","","","","","","",""
"html-keyboard-response","984","28542","0.0-984.0","","null","

                <img src=""img/hand_fist_edited.png""
                 style=""position:absolute;
                 top:-2%;
                 left:46%;
                 transform: translate(-50%, -50%) rotate(180deg);
                 height:200px;
                 width:auto;
                 ""/>

                 <img src=""img/fist_flipped.png""
                 style=""position:absolute;
                 top:-2%;
                 left:54%;
                 transform: translate(-50%, -50%) rotate(180deg);
                 height:200px;
                 width:auto;
                 ""/>

                <img src='img/jar_covered_opened.png'
                style=""position:absolute;
                top:50%;
                left:53%;
                height: 600px;
                margin-top:-430px;
                margin-left:-290px;""/>

                
                <img src=""img/faces/1.png""
                style=""position:absolute;
                top:10%;
                left:85%;
                height:200px;
                width:auto;""/>

                <img src=""img/faces/2.png""
                style=""position:absolute;
                top:50%;
                left:85%;
                height:200px;
                width:auto;""/>


            <img src=""img/agent_choices_piechart/15.png""
            style=""position:absolute;
             top:27%;
             left:70%;
             height:30px;
             width:auto;""/>

             <img src=""img/agent_choices_piechart/20.png""
            style=""position:absolute;
             top:67%;
             left:70%;
             height:30px;
             width:auto;""/>

                <p style=""position:absolute;
                top:90%;
                left:50%;
                transform: translate(-50%, -50%);"">Players replacing beads</p>

                ","null","","","","","","","",""
"html-keyboard-response","985","28556","0.0-985.0","","null","

                <img src=""img/hand_fist_edited.png""
                 style=""position:absolute;
                 top:-1%;
                 left:46%;
                 transform: translate(-50%, -50%) rotate(180deg);
                 height:200px;
                 width:auto;
                 ""/>

                 <img src=""img/fist_flipped.png""
                 style=""position:absolute;
                 top:-1%;
                 left:54%;
                 transform: translate(-50%, -50%) rotate(180deg);
                 height:200px;
                 width:auto;
                 ""/>

                <img src='img/jar_covered_opened.png'
                style=""position:absolute;
                top:50%;
                left:53%;
                height: 600px;
                margin-top:-430px;
                margin-left:-290px;""/>

                
                <img src=""img/faces/1.png""
                style=""position:absolute;
                top:10%;
                left:85%;
                height:200px;
                width:auto;""/>

                <img src=""img/faces/2.png""
                style=""position:absolute;
                top:50%;
                left:85%;
                height:200px;
                width:auto;""/>


            <img src=""img/agent_choices_piechart/15.png""
            style=""position:absolute;
             top:27%;
             left:70%;
             height:30px;
             width:auto;""/>

             <img src=""img/agent_choices_piechart/20.png""
            style=""position:absolute;
             top:67%;
             left:70%;
             height:30px;
             width:auto;""/>

                <p style=""position:absolute;
                top:90%;
                left:50%;
                transform: translate(-50%, -50%);"">Players replacing beads</p>

                ","null","","","","","","","",""
"html-keyboard-response","986","28573","0.0-986.0","","null","

                <img src=""img/hand_fist_edited.png""
                 style=""position:absolute;
                 top:0%;
                 left:46%;
                 transform: translate(-50%, -50%) rotate(180deg);
                 height:200px;
                 width:auto;
                 ""/>

                 <img src=""img/fist_flipped.png""
                 style=""position:absolute;
                 top:0%;
                 left:54%;
                 transform: translate(-50%, -50%) rotate(180deg);
                 height:200px;
                 width:auto;
                 ""/>

                <img src='img/jar_covered_opened.png'
                style=""position:absolute;
                top:50%;
                left:53%;
                height: 600px;
                margin-top:-430px;
                margin-left:-290px;""/>

                
                <img src=""img/faces/1.png""
                style=""position:absolute;
                top:10%;
                left:85%;
                height:200px;
                width:auto;""/>

                <img src=""img/faces/2.png""
                style=""position:absolute;
                top:50%;
                left:85%;
                height:200px;
                width:auto;""/>


            <img src=""img/agent_choices_piechart/15.png""
            style=""position:absolute;
             top:27%;
             left:70%;
             height:30px;
             width:auto;""/>

             <img src=""img/agent_choices_piechart/20.png""
            style=""position:absolute;
             top:67%;
             left:70%;
             height:30px;
             width:auto;""/>

                <p style=""position:absolute;
                top:90%;
                left:50%;
                transform: translate(-50%, -50%);"">Players replacing beads</p>

                ","null","","","","","","","",""
"html-keyboard-response","987","28588","0.0-987.0","","null","

                <img src=""img/hand_fist_edited.png""
                 style=""position:absolute;
                 top:1%;
                 left:46%;
                 transform: translate(-50%, -50%) rotate(180deg);
                 height:200px;
                 width:auto;
                 ""/>

                 <img src=""img/fist_flipped.png""
                 style=""position:absolute;
                 top:1%;
                 left:54%;
                 transform: translate(-50%, -50%) rotate(180deg);
                 height:200px;
                 width:auto;
                 ""/>

                <img src='img/jar_covered_opened.png'
                style=""position:absolute;
                top:50%;
                left:53%;
                height: 600px;
                margin-top:-430px;
                margin-left:-290px;""/>

                
                <img src=""img/faces/1.png""
                style=""position:absolute;
                top:10%;
                left:85%;
                height:200px;
                width:auto;""/>

                <img src=""img/faces/2.png""
                style=""position:absolute;
                top:50%;
                left:85%;
                height:200px;
                width:auto;""/>


            <img src=""img/agent_choices_piechart/15.png""
            style=""position:absolute;
             top:27%;
             left:70%;
             height:30px;
             width:auto;""/>

             <img src=""img/agent_choices_piechart/20.png""
            style=""position:absolute;
             top:67%;
             left:70%;
             height:30px;
             width:auto;""/>

                <p style=""position:absolute;
                top:90%;
                left:50%;
                transform: translate(-50%, -50%);"">Players replacing beads</p>

                ","null","","","","","","","",""
"html-keyboard-response","988","28603","0.0-988.0","","null","

                <img src=""img/hand_fist_edited.png""
                 style=""position:absolute;
                 top:2%;
                 left:46%;
                 transform: translate(-50%, -50%) rotate(180deg);
                 height:200px;
                 width:auto;
                 ""/>

                 <img src=""img/fist_flipped.png""
                 style=""position:absolute;
                 top:2%;
                 left:54%;
                 transform: translate(-50%, -50%) rotate(180deg);
                 height:200px;
                 width:auto;
                 ""/>

                <img src='img/jar_covered_opened.png'
                style=""position:absolute;
                top:50%;
                left:53%;
                height: 600px;
                margin-top:-430px;
                margin-left:-290px;""/>

                
                <img src=""img/faces/1.png""
                style=""position:absolute;
                top:10%;
                left:85%;
                height:200px;
                width:auto;""/>

                <img src=""img/faces/2.png""
                style=""position:absolute;
                top:50%;
                left:85%;
                height:200px;
                width:auto;""/>


            <img src=""img/agent_choices_piechart/15.png""
            style=""position:absolute;
             top:27%;
             left:70%;
             height:30px;
             width:auto;""/>

             <img src=""img/agent_choices_piechart/20.png""
            style=""position:absolute;
             top:67%;
             left:70%;
             height:30px;
             width:auto;""/>

                <p style=""position:absolute;
                top:90%;
                left:50%;
                transform: translate(-50%, -50%);"">Players replacing beads</p>

                ","null","","","","","","","",""
