"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","rt","stimulus","key_press","success","response","participant_response","agent_decision_1","agent_decision_2","beads_shown","button_pressed","Color"
"html-keyboard-response","1646","40515","0.0-1646.0","","null","

                <img src=""img/hand_back.png""
                 style=""position:absolute;
                 top:22%;
                 left:50%;
                 transform: translate(-50%, -50%) rotate(180deg);
                 height:200px;
                 width:auto;
                 ""/>

                <img src='img/jar_covered_opened.png'
                style=""position:absolute;
                top:50%;
                left:53%;
                height: 600px;
                margin-top:-430px;
                margin-left:-290px;""/>

                <img src=""img/faces/2.png""
            style=""position:absolute;
             top:10%;
             left:85%;
             height:200px;
             width:auto;""/>

            <img src=""img/faces/3.png""
            style=""position:absolute;
             top:50%;
             left:85%;
             height:200px;
             width:auto;""/>

             
            <img src=""img/agent_choices_piechart/50.png""
            style=""position:absolute;
             top:27%;
             left:70%;
             height:30px;
             width:auto;""/>

             <img src=""img/agent_choices_piechart/40.png""
            style=""position:absolute;
             top:67%;
             left:70%;
             height:30px;
             width:auto;""/>

    
                <p style=""position:absolute;
                top:90%;
                left:50%;
                transform: translate(-50%, -50%);"">You are picking beads</p>

                ","null","","","","","","","",""
"html-keyboard-response","1647","40525","0.0-1647.0","","null","

                <img src=""img/hand_back.png""
                 style=""position:absolute;
                 top:23%;
                 left:50%;
                 transform: translate(-50%, -50%) rotate(180deg);
                 height:200px;
                 width:auto;
                 ""/>

                <img src='img/jar_covered_opened.png'
                style=""position:absolute;
                top:50%;
                left:53%;
                height: 600px;
                margin-top:-430px;
                margin-left:-290px;""/>

                <img src=""img/faces/2.png""
            style=""position:absolute;
             top:10%;
             left:85%;
             height:200px;
             width:auto;""/>

            <img src=""img/faces/3.png""
            style=""position:absolute;
             top:50%;
             left:85%;
             height:200px;
             width:auto;""/>

             
            <img src=""img/agent_choices_piechart/50.png""
            style=""position:absolute;
             top:27%;
             left:70%;
             height:30px;
             width:auto;""/>

             <img src=""img/agent_choices_piechart/40.png""
            style=""position:absolute;
             top:67%;
             left:70%;
             height:30px;
             width:auto;""/>

    
                <p style=""position:absolute;
                top:90%;
                left:50%;
                transform: translate(-50%, -50%);"">You are picking beads</p>

                ","null","","","","","","","",""
"html-keyboard-response","1648","40535","0.0-1648.0","","null","

                <img src=""img/hand_back.png""
                 style=""position:absolute;
                 top:24%;
                 left:50%;
                 transform: translate(-50%, -50%) rotate(180deg);
                 height:200px;
                 width:auto;
                 ""/>

                <img src='img/jar_covered_opened.png'
                style=""position:absolute;
                top:50%;
                left:53%;
                height: 600px;
                margin-top:-430px;
                margin-left:-290px;""/>

                <img src=""img/faces/2.png""
            style=""position:absolute;
             top:10%;
             left:85%;
             height:200px;
             width:auto;""/>

            <img src=""img/faces/3.png""
            style=""position:absolute;
             top:50%;
             left:85%;
             height:200px;
             width:auto;""/>

             
            <img src=""img/agent_choices_piechart/50.png""
            style=""position:absolute;
             top:27%;
             left:70%;
             height:30px;
             width:auto;""/>

             <img src=""img/agent_choices_piechart/40.png""
            style=""position:absolute;
             top:67%;
             left:70%;
             height:30px;
             width:auto;""/>

    
                <p style=""position:absolute;
                top:90%;
                left:50%;
                transform: translate(-50%, -50%);"">You are picking beads</p>

                ","null","","","","","","","",""
"html-keyboard-response","1649","40544","0.0-1649.0","","null","

                <img src=""img/hand_back.png""
                 style=""position:absolute;
                 top:25%;
                 left:50%;
                 transform: translate(-50%, -50%) rotate(180deg);
                 height:200px;
                 width:auto;
                 ""/>

                <img src='img/jar_covered_opened.png'
                style=""position:absolute;
                top:50%;
                left:53%;
                height: 600px;
                margin-top:-430px;
                margin-left:-290px;""/>

                <img src=""img/faces/2.png""
            style=""position:absolute;
             top:10%;
             left:85%;
             height:200px;
             width:auto;""/>

            <img src=""img/faces/3.png""
            style=""position:absolute;
             top:50%;
             left:85%;
             height:200px;
             width:auto;""/>

             
            <img src=""img/agent_choices_piechart/50.png""
            style=""position:absolute;
             top:27%;
             left:70%;
             height:30px;
             width:auto;""/>

             <img src=""img/agent_choices_piechart/40.png""
            style=""position:absolute;
             top:67%;
             left:70%;
             height:30px;
             width:auto;""/>

    
                <p style=""position:absolute;
                top:90%;
                left:50%;
                transform: translate(-50%, -50%);"">You are picking beads</p>

                ","null","","","","","","","",""
"html-keyboard-response","1650","40551","0.0-1650.0","","null","

                <img src=""img/hand_back.png""
                 style=""position:absolute;
                 top:26%;
                 left:50%;
                 transform: translate(-50%, -50%) rotate(180deg);
                 height:200px;
                 width:auto;
                 ""/>

                <img src='img/jar_covered_opened.png'
                style=""position:absolute;
                top:50%;
                left:53%;
                height: 600px;
                margin-top:-430px;
                margin-left:-290px;""/>

                <img src=""img/faces/2.png""
            style=""position:absolute;
             top:10%;
             left:85%;
             height:200px;
             width:auto;""/>

            <img src=""img/faces/3.png""
            style=""position:absolute;
             top:50%;
             left:85%;
             height:200px;
             width:auto;""/>

             
            <img src=""img/agent_choices_piechart/50.png""
            style=""position:absolute;
             top:27%;
             left:70%;
             height:30px;
             width:auto;""/>

             <img src=""img/agent_choices_piechart/40.png""
            style=""position:absolute;
             top:67%;
             left:70%;
             height:30px;
             width:auto;""/>

    
                <p style=""position:absolute;
                top:90%;
                left:50%;
                transform: translate(-50%, -50%);"">You are picking beads</p>

                ","null","","","","","","","",""
"html-keyboard-response","1651","40559","0.0-1651.0","","null","

                <img src=""img/hand_back.png""
                 style=""position:absolute;
                 top:27%;
                 left:50%;
                 transform: translate(-50%, -50%) rotate(180deg);
                 height:200px;
                 width:auto;
                 ""/>

                <img src='img/jar_covered_opened.png'
                style=""position:absolute;
                top:50%;
                left:53%;
                height: 600px;
                margin-top:-430px;
                margin-left:-290px;""/>

                <img src=""img/faces/2.png""
            style=""position:absolute;
             top:10%;
             left:85%;
             height:200px;
             width:auto;""/>

            <img src=""img/faces/3.png""
            style=""position:absolute;
             top:50%;
             left:85%;
             height:200px;
             width:auto;""/>

             
            <img src=""img/agent_choices_piechart/50.png""
            style=""position:absolute;
             top:27%;
             left:70%;
             height:30px;
             width:auto;""/>

             <img src=""img/agent_choices_piechart/40.png""
            style=""position:absolute;
             top:67%;
             left:70%;
             height:30px;
             width:auto;""/>

    
                <p style=""position:absolute;
                top:90%;
                left:50%;
                transform: translate(-50%, -50%);"">You are picking beads</p>

                ","null","","","","","","","",""
"html-keyboard-response","1652","40578","0.0-1652.0","","null","

                <img src=""img/hand_back.png""
                 style=""position:absolute;
                 top:28%;
                 left:50%;
                 transform: translate(-50%, -50%) rotate(180deg);
                 height:200px;
                 width:auto;
                 ""/>

                <img src='img/jar_covered_opened.png'
                style=""position:absolute;
                top:50%;
                left:53%;
                height: 600px;
                margin-top:-430px;
                margin-left:-290px;""/>

                <img src=""img/faces/2.png""
            style=""position:absolute;
             top:10%;
             left:85%;
             height:200px;
             width:auto;""/>

            <img src=""img/faces/3.png""
            style=""position:absolute;
             top:50%;
             left:85%;
             height:200px;
             width:auto;""/>

             
            <img src=""img/agent_choices_piechart/50.png""
            style=""position:absolute;
             top:27%;
             left:70%;
             height:30px;
             width:auto;""/>

             <img src=""img/agent_choices_piechart/40.png""
            style=""position:absolute;
             top:67%;
             left:70%;
             height:30px;
             width:auto;""/>

    
                <p style=""position:absolute;
                top:90%;
                left:50%;
                transform: translate(-50%, -50%);"">You are picking beads</p>

                ","null","","","","","","","",""
"html-keyboard-response","1653","40586","0.0-1653.0","","null","

                <img src=""img/hand_back.png""
                 style=""position:absolute;
                 top:29%;
                 left:50%;
                 transform: translate(-50%, -50%) rotate(180deg);
                 height:200px;
                 width:auto;
                 ""/>

                <img src='img/jar_covered_opened.png'
                style=""position:absolute;
                top:50%;
                left:53%;
                height: 600px;
                margin-top:-430px;
                margin-left:-290px;""/>

                <img src=""img/faces/2.png""
            style=""position:absolute;
             top:10%;
             left:85%;
             height:200px;
             width:auto;""/>

            <img src=""img/faces/3.png""
            style=""position:absolute;
             top:50%;
             left:85%;
             height:200px;
             width:auto;""/>

             
            <img src=""img/agent_choices_piechart/50.png""
            style=""position:absolute;
             top:27%;
             left:70%;
             height:30px;
             width:auto;""/>

             <img src=""img/agent_choices_piechart/40.png""
            style=""position:absolute;
             top:67%;
             left:70%;
             height:30px;
             width:auto;""/>

    
                <p style=""position:absolute;
                top:90%;
                left:50%;
                transform: translate(-50%, -50%);"">You are picking beads</p>

                ","null","","","","","","","",""
"html-keyboard-response","1654","40594","0.0-1654.0","","null","

                <img src=""img/hand_back.png""
                 style=""position:absolute;
                 top:30%;
                 left:50%;
                 transform: translate(-50%, -50%) rotate(180deg);
                 height:200px;
                 width:auto;
                 ""/>

                <img src='img/jar_covered_opened.png'
                style=""position:absolute;
                top:50%;
                left:53%;
                height: 600px;
                margin-top:-430px;
                margin-left:-290px;""/>

                <img src=""img/faces/2.png""
            style=""position:absolute;
             top:10%;
             left:85%;
             height:200px;
             width:auto;""/>

            <img src=""img/faces/3.png""
            style=""position:absolute;
             top:50%;
             left:85%;
             height:200px;
             width:auto;""/>

             
            <img src=""img/agent_choices_piechart/50.png""
            style=""position:absolute;
             top:27%;
             left:70%;
             height:30px;
             width:auto;""/>

             <img src=""img/agent_choices_piechart/40.png""
            style=""position:absolute;
             top:67%;
             left:70%;
             height:30px;
             width:auto;""/>

    
                <p style=""position:absolute;
                top:90%;
                left:50%;
                transform: translate(-50%, -50%);"">You are picking beads</p>

                ","null","","","","","","","",""
"html-keyboard-response","1655","40606","0.0-1655.0","","null","

                <img src=""img/hand_back.png""
                 style=""position:absolute;
                 top:31%;
                 left:50%;
                 transform: translate(-50%, -50%) rotate(180deg);
                 height:200px;
                 width:auto;
                 ""/>

                <img src='img/jar_covered_opened.png'
                style=""position:absolute;
                top:50%;
                left:53%;
                height: 600px;
                margin-top:-430px;
                margin-left:-290px;""/>

                <img src=""img/faces/2.png""
            style=""position:absolute;
             top:10%;
             left:85%;
             height:200px;
             width:auto;""/>

            <img src=""img/faces/3.png""
            style=""position:absolute;
             top:50%;
             left:85%;
             height:200px;
             width:auto;""/>

             
            <img src=""img/agent_choices_piechart/50.png""
            style=""position:absolute;
             top:27%;
             left:70%;
             height:30px;
             width:auto;""/>

             <img src=""img/agent_choices_piechart/40.png""
            style=""position:absolute;
             top:67%;
             left:70%;
             height:30px;
             width:auto;""/>

    
                <p style=""position:absolute;
                top:90%;
                left:50%;
                transform: translate(-50%, -50%);"">You are picking beads</p>

                ","null","","","","","","","",""
"html-keyboard-response","1656","40613","0.0-1656.0","","null","

                <img src=""img/hand_back.png""
                 style=""position:absolute;
                 top:32%;
                 left:50%;
                 transform: translate(-50%, -50%) rotate(180deg);
                 height:200px;
                 width:auto;
                 ""/>

                <img src='img/jar_covered_opened.png'
                style=""position:absolute;
                top:50%;
                left:53%;
                height: 600px;
                margin-top:-430px;
                margin-left:-290px;""/>

                <img src=""img/faces/2.png""
            style=""position:absolute;
             top:10%;
             left:85%;
             height:200px;
             width:auto;""/>

            <img src=""img/faces/3.png""
            style=""position:absolute;
             top:50%;
             left:85%;
             height:200px;
             width:auto;""/>

             
            <img src=""img/agent_choices_piechart/50.png""
            style=""position:absolute;
             top:27%;
             left:70%;
             height:30px;
             width:auto;""/>

             <img src=""img/agent_choices_piechart/40.png""
            style=""position:absolute;
             top:67%;
             left:70%;
             height:30px;
             width:auto;""/>

    
                <p style=""position:absolute;
                top:90%;
                left:50%;
                transform: translate(-50%, -50%);"">You are picking beads</p>

                ","null","","","","","","","",""
"html-keyboard-response","1657","40621","0.0-1657.0","","null","

                <img src=""img/hand_back.png""
                 style=""position:absolute;
                 top:33%;
                 left:50%;
                 transform: translate(-50%, -50%) rotate(180deg);
                 height:200px;
                 width:auto;
                 ""/>

                <img src='img/jar_covered_opened.png'
                style=""position:absolute;
                top:50%;
                left:53%;
                height: 600px;
                margin-top:-430px;
                margin-left:-290px;""/>

                <img src=""img/faces/2.png""
            style=""position:absolute;
             top:10%;
             left:85%;
             height:200px;
             width:auto;""/>

            <img src=""img/faces/3.png""
            style=""position:absolute;
             top:50%;
             left:85%;
             height:200px;
             width:auto;""/>

             
            <img src=""img/agent_choices_piechart/50.png""
            style=""position:absolute;
             top:27%;
             left:70%;
             height:30px;
             width:auto;""/>

             <img src=""img/agent_choices_piechart/40.png""
            style=""position:absolute;
             top:67%;
             left:70%;
             height:30px;
             width:auto;""/>

    
                <p style=""position:absolute;
                top:90%;
                left:50%;
                transform: translate(-50%, -50%);"">You are picking beads</p>

                ","null","","","","","","","",""
"html-keyboard-response","1658","40628","0.0-1658.0","","null","

                <img src=""img/hand_back.png""
                 style=""position:absolute;
                 top:34%;
                 left:50%;
                 transform: translate(-50%, -50%) rotate(180deg);
                 height:200px;
                 width:auto;
                 ""/>

                <img src='img/jar_covered_opened.png'
                style=""position:absolute;
                top:50%;
                left:53%;
                height: 600px;
                margin-top:-430px;
                margin-left:-290px;""/>

                <img src=""img/faces/2.png""
            style=""position:absolute;
             top:10%;
             left:85%;
             height:200px;
             width:auto;""/>

            <img src=""img/faces/3.png""
            style=""position:absolute;
             top:50%;
             left:85%;
             height:200px;
             width:auto;""/>

             
            <img src=""img/agent_choices_piechart/50.png""
            style=""position:absolute;
             top:27%;
             left:70%;
             height:30px;
             width:auto;""/>

             <img src=""img/agent_choices_piechart/40.png""
            style=""position:absolute;
             top:67%;
             left:70%;
             height:30px;
             width:auto;""/>

    
                <p style=""position:absolute;
                top:90%;
                left:50%;
                transform: translate(-50%, -50%);"">You are picking beads</p>

                ","null","","","","","","","",""
"html-keyboard-response","1659","40637","0.0-1659.0","","null","

                <img src=""img/hand_back.png""
                 style=""position:absolute;
                 top:35%;
                 left:50%;
                 transform: translate(-50%, -50%) rotate(180deg);
                 height:200px;
                 width:auto;
                 ""/>

                <img src='img/jar_covered_opened.png'
                style=""position:absolute;
                top:50%;
                left:53%;
                height: 600px;
                margin-top:-430px;
                margin-left:-290px;""/>

                <img src=""img/faces/2.png""
            style=""position:absolute;
             top:10%;
             left:85%;
             height:200px;
             width:auto;""/>

            <img src=""img/faces/3.png""
            style=""position:absolute;
             top:50%;
             left:85%;
             height:200px;
             width:auto;""/>

             
            <img src=""img/agent_choices_piechart/50.png""
            style=""position:absolute;
             top:27%;
             left:70%;
             height:30px;
             width:auto;""/>

             <img src=""img/agent_choices_piechart/40.png""
            style=""position:absolute;
             top:67%;
             left:70%;
             height:30px;
             width:auto;""/>

    
                <p style=""position:absolute;
                top:90%;
                left:50%;
                transform: translate(-50%, -50%);"">You are picking beads</p>

                ","null","","","","","","","",""
"html-keyboard-response","1660","40645","0.0-1660.0","","null","

                <img src=""img/hand_back.png""
                 style=""position:absolute;
                 top:36%;
                 left:50%;
                 transform: translate(-50%, -50%) rotate(180deg);
                 height:200px;
                 width:auto;
                 ""/>

                <img src='img/jar_covered_opened.png'
                style=""position:absolute;
                top:50%;
                left:53%;
                height: 600px;
                margin-top:-430px;
                margin-left:-290px;""/>

                <img src=""img/faces/2.png""
            style=""position:absolute;
             top:10%;
             left:85%;
             height:200px;
             width:auto;""/>

            <img src=""img/faces/3.png""
            style=""position:absolute;
             top:50%;
             left:85%;
             height:200px;
             width:auto;""/>

             
            <img src=""img/agent_choices_piechart/50.png""
            style=""position:absolute;
             top:27%;
             left:70%;
             height:30px;
             width:auto;""/>

             <img src=""img/agent_choices_piechart/40.png""
            style=""position:absolute;
             top:67%;
             left:70%;
             height:30px;
             width:auto;""/>

    
                <p style=""position:absolute;
                top:90%;
                left:50%;
                transform: translate(-50%, -50%);"">You are picking beads</p>

                ","null","","","","","","","",""
"html-keyboard-response","1661","40653","0.0-1661.0","","null","

                <img src=""img/hand_back.png""
                 style=""position:absolute;
                 top:37%;
                 left:50%;
                 transform: translate(-50%, -50%) rotate(180deg);
                 height:200px;
                 width:auto;
                 ""/>

                <img src='img/jar_covered_opened.png'
                style=""position:absolute;
                top:50%;
                left:53%;
                height: 600px;
                margin-top:-430px;
                margin-left:-290px;""/>

                <img src=""img/faces/2.png""
            style=""position:absolute;
             top:10%;
             left:85%;
             height:200px;
             width:auto;""/>

            <img src=""img/faces/3.png""
            style=""position:absolute;
             top:50%;
             left:85%;
             height:200px;
             width:auto;""/>

             
            <img src=""img/agent_choices_piechart/50.png""
            style=""position:absolute;
             top:27%;
             left:70%;
             height:30px;
             width:auto;""/>

             <img src=""img/agent_choices_piechart/40.png""
            style=""position:absolute;
             top:67%;
             left:70%;
             height:30px;
             width:auto;""/>

    
                <p style=""position:absolute;
                top:90%;
                left:50%;
                transform: translate(-50%, -50%);"">You are picking beads</p>

                ","null","","","","","","","",""
"html-keyboard-response","1662","40659","0.0-1662.0","","null","

                <img src=""img/hand_back.png""
                 style=""position:absolute;
                 top:38%;
                 left:50%;
                 transform: translate(-50%, -50%) rotate(180deg);
                 height:200px;
                 width:auto;
                 ""/>

                <img src='img/jar_covered_opened.png'
                style=""position:absolute;
                top:50%;
                left:53%;
                height: 600px;
                margin-top:-430px;
                margin-left:-290px;""/>

                <img src=""img/faces/2.png""
            style=""position:absolute;
             top:10%;
             left:85%;
             height:200px;
             width:auto;""/>

            <img src=""img/faces/3.png""
            style=""position:absolute;
             top:50%;
             left:85%;
             height:200px;
             width:auto;""/>

             
            <img src=""img/agent_choices_piechart/50.png""
            style=""position:absolute;
             top:27%;
             left:70%;
             height:30px;
             width:auto;""/>

             <img src=""img/agent_choices_piechart/40.png""
            style=""position:absolute;
             top:67%;
             left:70%;
             height:30px;
             width:auto;""/>

    
                <p style=""position:absolute;
                top:90%;
                left:50%;
                transform: translate(-50%, -50%);"">You are picking beads</p>

                ","null","","","","","","","",""
"html-keyboard-response","1663","40668","0.0-1663.0","","null","

                <img src=""img/hand_back.png""
                 style=""position:absolute;
                 top:39%;
                 left:50%;
                 transform: translate(-50%, -50%) rotate(180deg);
                 height:200px;
                 width:auto;
                 ""/>

                <img src='img/jar_covered_opened.png'
                style=""position:absolute;
                top:50%;
                left:53%;
                height: 600px;
                margin-top:-430px;
                margin-left:-290px;""/>

                <img src=""img/faces/2.png""
            style=""position:absolute;
             top:10%;
             left:85%;
             height:200px;
             width:auto;""/>

            <img src=""img/faces/3.png""
            style=""position:absolute;
             top:50%;
             left:85%;
             height:200px;
             width:auto;""/>

             
            <img src=""img/agent_choices_piechart/50.png""
            style=""position:absolute;
             top:27%;
             left:70%;
             height:30px;
             width:auto;""/>

             <img src=""img/agent_choices_piechart/40.png""
            style=""position:absolute;
             top:67%;
             left:70%;
             height:30px;
             width:auto;""/>

    
                <p style=""position:absolute;
                top:90%;
                left:50%;
                transform: translate(-50%, -50%);"">You are picking beads</p>

                ","null","","","","","","","",""
"html-keyboard-response","1664","40677","0.0-1664.0","","null","

                <img src=""img/hand_fist_edited.png""
                 style=""position:absolute;
                 top:50%;
                 left:50%;
                 transform: translate(-50%, -50%) rotate(180deg);
                 height:200px;
                 width:auto;
                 ""/>

                <img src='img/jar_covered_opened.png'
                style=""position:absolute;
                top:50%;
                left:53%;
                height: 600px;
                margin-top:-430px;
                margin-left:-290px;""/>

                <img src=""img/faces/2.png""
            style=""position:absolute;
             top:10%;
             left:85%;
             height:200px;
             width:auto;""/>

            <img src=""img/faces/3.png""
            style=""position:absolute;
             top:50%;
             left:85%;
             height:200px;
             width:auto;""/>

             
            <img src=""img/agent_choices_piechart/50.png""
            style=""position:absolute;
             top:27%;
             left:70%;
             height:30px;
             width:auto;""/>

             <img src=""img/agent_choices_piechart/40.png""
            style=""position:absolute;
             top:67%;
             left:70%;
             height:30px;
             width:auto;""/>

    
                <p style=""position:absolute;
                top:90%;
                left:50%;
                transform: translate(-50%, -50%);"">You are picking beads</p>

                ","null","","","","","","","",""
"html-keyboard-response","1665","40684","0.0-1665.0","","null","

                <img src=""img/hand_fist_edited.png""
                 style=""position:absolute;
                 top:49%;
                 left:50%;
                 transform: translate(-50%, -50%) rotate(180deg);
                 height:200px;
                 width:auto;
                 ""/>

                <img src='img/jar_covered_opened.png'
                style=""position:absolute;
                top:50%;
                left:53%;
                height: 600px;
                margin-top:-430px;
                margin-left:-290px;""/>

                <img src=""img/faces/2.png""
            style=""position:absolute;
             top:10%;
             left:85%;
             height:200px;
             width:auto;""/>

            <img src=""img/faces/3.png""
            style=""position:absolute;
             top:50%;
             left:85%;
             height:200px;
             width:auto;""/>

             
            <img src=""img/agent_choices_piechart/50.png""
            style=""position:absolute;
             top:27%;
             left:70%;
             height:30px;
             width:auto;""/>

             <img src=""img/agent_choices_piechart/40.png""
            style=""position:absolute;
             top:67%;
             left:70%;
             height:30px;
             width:auto;""/>

    
                <p style=""position:absolute;
                top:90%;
                left:50%;
                transform: translate(-50%, -50%);"">You are picking beads</p>

                ","null","","","","","","","",""
"html-keyboard-response","1666","40694","0.0-1666.0","","null","

                <img src=""img/hand_fist_edited.png""
                 style=""position:absolute;
                 top:48%;
                 left:50%;
                 transform: translate(-50%, -50%) rotate(180deg);
                 height:200px;
                 width:auto;
                 ""/>

                <img src='img/jar_covered_opened.png'
                style=""position:absolute;
                top:50%;
                left:53%;
                height: 600px;
                margin-top:-430px;
                margin-left:-290px;""/>

                <img src=""img/faces/2.png""
            style=""position:absolute;
             top:10%;
             left:85%;
             height:200px;
             width:auto;""/>

            <img src=""img/faces/3.png""
            style=""position:absolute;
             top:50%;
             left:85%;
             height:200px;
             width:auto;""/>

             
            <img src=""img/agent_choices_piechart/50.png""
            style=""position:absolute;
             top:27%;
             left:70%;
             height:30px;
             width:auto;""/>

             <img src=""img/agent_choices_piechart/40.png""
            style=""position:absolute;
             top:67%;
             left:70%;
             height:30px;
             width:auto;""/>

    
                <p style=""position:absolute;
                top:90%;
                left:50%;
                transform: translate(-50%, -50%);"">You are picking beads</p>

                ","null","","","","","","","",""
"html-keyboard-response","1667","40707","0.0-1667.0","","null","

                <img src=""img/hand_fist_edited.png""
                 style=""position:absolute;
                 top:47%;
                 left:50%;
                 transform: translate(-50%, -50%) rotate(180deg);
                 height:200px;
                 width:auto;
                 ""/>

                <img src='img/jar_covered_opened.png'
                style=""position:absolute;
                top:50%;
                left:53%;
                height: 600px;
                margin-top:-430px;
                margin-left:-290px;""/>

                <img src=""img/faces/2.png""
            style=""position:absolute;
             top:10%;
             left:85%;
             height:200px;
             width:auto;""/>

            <img src=""img/faces/3.png""
            style=""position:absolute;
             top:50%;
             left:85%;
             height:200px;
             width:auto;""/>

             
            <img src=""img/agent_choices_piechart/50.png""
            style=""position:absolute;
             top:27%;
             left:70%;
             height:30px;
             width:auto;""/>

             <img src=""img/agent_choices_piechart/40.png""
            style=""position:absolute;
             top:67%;
             left:70%;
             height:30px;
             width:auto;""/>

    
                <p style=""position:absolute;
                top:90%;
                left:50%;
                transform: translate(-50%, -50%);"">You are picking beads</p>

                ","null","","","","","","","",""
"html-keyboard-response","1668","40715","0.0-1668.0","","null","

                <img src=""img/hand_fist_edited.png""
                 style=""position:absolute;
                 top:46%;
                 left:50%;
                 transform: translate(-50%, -50%) rotate(180deg);
                 height:200px;
                 width:auto;
                 ""/>

                <img src='img/jar_covered_opened.png'
                style=""position:absolute;
                top:50%;
                left:53%;
                height: 600px;
                margin-top:-430px;
                margin-left:-290px;""/>

                <img src=""img/faces/2.png""
            style=""position:absolute;
             top:10%;
             left:85%;
             height:200px;
             width:auto;""/>

            <img src=""img/faces/3.png""
            style=""position:absolute;
             top:50%;
             left:85%;
             height:200px;
             width:auto;""/>

             
            <img src=""img/agent_choices_piechart/50.png""
            style=""position:absolute;
             top:27%;
             left:70%;
             height:30px;
             width:auto;""/>

             <img src=""img/agent_choices_piechart/40.png""
            style=""position:absolute;
             top:67%;
             left:70%;
             height:30px;
             width:auto;""/>

    
                <p style=""position:absolute;
                top:90%;
                left:50%;
                transform: translate(-50%, -50%);"">You are picking beads</p>

                ","null","","","","","","","",""
"html-keyboard-response","1669","40727","0.0-1669.0","","null","

                <img src=""img/hand_fist_edited.png""
                 style=""position:absolute;
                 top:45%;
                 left:50%;
                 transform: translate(-50%, -50%) rotate(180deg);
                 height:200px;
                 width:auto;
                 ""/>

                <img src='img/jar_covered_opened.png'
                style=""position:absolute;
                top:50%;
                left:53%;
                height: 600px;
                margin-top:-430px;
                margin-left:-290px;""/>

                <img src=""img/faces/2.png""
            style=""position:absolute;
             top:10%;
             left:85%;
             height:200px;
             width:auto;""/>

            <img src=""img/faces/3.png""
            style=""position:absolute;
             top:50%;
             left:85%;
             height:200px;
             width:auto;""/>

             
            <img src=""img/agent_choices_piechart/50.png""
            style=""position:absolute;
             top:27%;
             left:70%;
             height:30px;
             width:auto;""/>

             <img src=""img/agent_choices_piechart/40.png""
            style=""position:absolute;
             top:67%;
             left:70%;
             height:30px;
             width:auto;""/>

    
                <p style=""position:absolute;
                top:90%;
                left:50%;
                transform: translate(-50%, -50%);"">You are picking beads</p>

                ","null","","","","","","","",""
"html-keyboard-response","1670","40739","0.0-1670.0","","null","

                <img src=""img/hand_fist_edited.png""
                 style=""position:absolute;
                 top:44%;
                 left:50%;
                 transform: translate(-50%, -50%) rotate(180deg);
                 height:200px;
                 width:auto;
                 ""/>

                <img src='img/jar_covered_opened.png'
                style=""position:absolute;
                top:50%;
                left:53%;
                height: 600px;
                margin-top:-430px;
                margin-left:-290px;""/>

                <img src=""img/faces/2.png""
            style=""position:absolute;
             top:10%;
             left:85%;
             height:200px;
             width:auto;""/>

            <img src=""img/faces/3.png""
            style=""position:absolute;
             top:50%;
             left:85%;
             height:200px;
             width:auto;""/>

             
            <img src=""img/agent_choices_piechart/50.png""
            style=""position:absolute;
             top:27%;
             left:70%;
             height:30px;
             width:auto;""/>

             <img src=""img/agent_choices_piechart/40.png""
            style=""position:absolute;
             top:67%;
             left:70%;
             height:30px;
             width:auto;""/>

    
                <p style=""position:absolute;
                top:90%;
                left:50%;
                transform: translate(-50%, -50%);"">You are picking beads</p>

                ","null","","","","","","","",""
"html-keyboard-response","1671","40746","0.0-1671.0","","null","

                <img src=""img/hand_fist_edited.png""
                 style=""position:absolute;
                 top:43%;
                 left:50%;
                 transform: translate(-50%, -50%) rotate(180deg);
                 height:200px;
                 width:auto;
                 ""/>

                <img src='img/jar_covered_opened.png'
                style=""position:absolute;
                top:50%;
                left:53%;
                height: 600px;
                margin-top:-430px;
                margin-left:-290px;""/>

                <img src=""img/faces/2.png""
            style=""position:absolute;
             top:10%;
             left:85%;
             height:200px;
             width:auto;""/>

            <img src=""img/faces/3.png""
            style=""position:absolute;
             top:50%;
             left:85%;
             height:200px;
             width:auto;""/>

             
            <img src=""img/agent_choices_piechart/50.png""
            style=""position:absolute;
             top:27%;
             left:70%;
             height:30px;
             width:auto;""/>

             <img src=""img/agent_choices_piechart/40.png""
            style=""position:absolute;
             top:67%;
             left:70%;
             height:30px;
             width:auto;""/>

    
                <p style=""position:absolute;
                top:90%;
                left:50%;
                transform: translate(-50%, -50%);"">You are picking beads</p>

                ","null","","","","","","","",""
